BHK,Rent,Living Area,Area Type,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Postal Code
1,4300,300,0,2,1,1,0,560001
2,9000,900,0,0,2,1,0,560001
1,7000,450,0,1,1,1,0,560001
2,15000,1050,1,1,2,2,0,560001
1,4800,580,0,1,1,1,0,560001
2,15000,600,1,2,0,2,0,560001
1,18000,550,1,1,1,1,1,560001
2,22500,1115,0,1,1,2,0,560001
1,9500,300,1,1,1,1,0,560001
2,12000,1200,1,1,1,2,0,560001
1,9000,900,1,1,0,1,1,560001
3,25000,1400,0,1,1,3,1,560001
1,9000,400,0,1,1,1,0,560001
2,11000,900,0,1,1,1,0,560001
1,12500,500,0,1,1,1,0,560001
3,21000,1360,0,1,1,2,0,560001
3,17681,1110,0,1,1,2,0,560001
3,28000,2400,0,1,1,3,0,560001
3,30000,1700,1,1,1,3,1,560001
2,25000,980,0,0,1,2,0,560001
2,13000,600,0,1,1,2,0,560001
2,8000,200,1,0,1,2,0,560001
3,35000,1300,1,1,1,2,1,560001
1,8000,750,0,2,1,1,0,560001
2,10000,850,0,2,1,2,0,560001
1,11500,600,0,1,1,1,0,560001
4,140000,3100,0,1,1,4,1,560001
2,6000,660,0,2,0,1,0,560001
2,11000,600,1,1,1,1,0,560001
1,4000,250,0,2,1,1,0,560001
2,14000,1200,0,2,1,2,0,560001
2,24000,630,1,1,1,2,1,560001
2,11000,840,0,1,1,1,0,560001
2,10000,500,1,2,1,1,0,560001
3,62000,1680,1,1,0,3,0,560001
2,12000,775,1,1,1,1,1,560001
2,18000,1000,0,1,1,2,0,560001
2,17500,900,0,1,1,2,0,560001
1,6500,500,0,1,1,1,0,560001
1,16000,550,1,1,1,1,1,560001
3,30000,1250,1,1,0,3,1,560001
2,28000,850,1,1,1,2,1,560001
1,6500,150,0,1,1,1,0,560001
1,9000,445,1,1,1,1,1,560001
2,8500,500,1,1,1,2,0,560001
2,20000,750,1,1,1,2,0,560001
3,26000,2000,1,1,1,2,0,560001
1,8000,500,0,1,1,1,0,560001
1,8500,730,0,1,1,1,0,560001
2,12500,750,0,1,1,2,0,560001
1,8000,600,0,1,1,1,0,560001
3,52000,2710,0,1,0,3,1,560001
2,18000,1190,1,1,0,2,0,560001
1,15000,435,1,1,1,1,1,560001
2,12000,750,0,2,1,2,0,560001
3,100000,1800,1,1,1,3,1,560001
1,6000,1200,1,0,0,1,0,560001
2,12000,600,0,1,1,1,0,560001
1,6500,450,0,2,1,1,0,560001
3,13500,1100,0,2,2,3,0,560001
1,10000,700,0,2,0,1,0,560001
2,8500,650,1,0,2,2,0,560001
3,32000,1768,0,1,2,3,1,560001
3,42000,1600,1,1,2,3,1,560001
1,7500,400,0,1,1,1,0,560001
2,16000,1200,0,1,1,2,0,560001
1,5000,500,0,1,1,1,0,560001
2,14000,700,0,2,1,2,0,560001
4,60000,2500,0,1,2,4,0,560001
1,8500,500,0,1,1,1,0,560001
1,10000,500,1,1,1,1,0,560001
1,8500,500,0,1,0,1,0,560001
2,15000,1280,1,2,1,2,0,560001
2,9500,200,1,1,1,1,0,560001
2,25000,750,1,2,1,2,1,560001
2,14000,900,0,1,1,2,0,560001
3,20000,1200,0,1,1,2,0,560001
1,10000,800,0,2,1,1,0,560001
2,10000,500,1,2,0,1,0,560001
2,13000,1000,0,1,1,2,0,560001
2,13000,850,1,1,2,2,0,560001
2,24000,900,1,1,1,2,1,560001
1,10000,600,0,1,1,1,0,560001
1,8000,600,0,2,1,1,0,560001
1,6000,600,0,2,1,1,0,560001
3,21000,1250,0,1,1,2,0,560001
3,25000,2000,0,1,1,3,0,560001
2,8500,532,1,2,0,1,0,560001
2,13000,1000,0,2,1,2,0,560001
1,5000,150,0,2,1,1,0,560001
1,7500,500,0,1,1,1,0,560001
1,13900,600,1,1,1,1,1,560001
2,15000,1100,1,0,0,2,0,560001
3,30000,1500,1,1,1,3,1,560001
2,13000,500,1,1,0,1,1,560001
1,7700,600,1,1,1,1,0,560001
2,25000,1200,0,2,1,1,0,560001
2,17000,1100,0,1,1,2,0,560001
3,39000,1550,1,1,1,3,1,560001
2,18000,1050,1,1,1,2,0,560001
1,15000,500,0,1,1,1,0,560001
2,28000,1500,0,1,1,2,0,560001
2,17500,1150,1,1,2,2,1,560001
4,75000,2000,0,0,1,3,0,560001
2,14000,110,1,1,1,1,0,560001
1,9000,500,0,1,1,1,0,560001
3,20000,1465,0,1,1,3,0,560001
2,12000,940,1,1,1,2,0,560001
2,12000,850,0,1,1,1,0,560001
2,24000,990,1,0,1,2,0,560001
2,12000,750,0,1,1,2,0,560001
1,10000,500,0,1,1,1,0,560001
3,24000,1430,0,1,1,2,0,560001
1,9000,600,1,1,2,1,0,560001
2,12000,900,1,1,1,1,0,560001
2,11000,1100,0,1,1,2,0,560001
2,15000,900,1,1,1,1,0,560001
1,5500,600,0,1,1,1,0,560001
2,18000,1000,1,1,2,2,0,560001
2,42000,1150,1,0,0,2,1,560001
2,18000,1250,0,1,1,2,0,560001
2,15000,1000,0,1,1,2,0,560001
1,6000,500,0,1,1,1,0,560001
3,30000,2000,0,1,1,3,0,560001
2,12000,850,0,1,1,2,0,560001
2,10000,990,1,1,1,2,0,560001
2,9500,850,1,1,0,1,0,560001
2,16000,1000,0,1,1,2,0,560001
2,9500,650,0,1,1,2,0,560001
1,6500,400,1,1,1,1,0,560001
2,13500,1000,1,1,1,2,0,560001
2,25000,1350,0,1,1,2,0,560001
2,9500,600,0,1,1,2,0,560001
4,190000,4000,0,0,1,5,0,560001
2,90000,950,1,2,1,2,0,560001
2,24000,777,1,1,2,2,1,560001
3,15000,1200,1,1,1,2,0,560001
2,22000,1600,0,0,1,3,0,560001
3,34000,1500,1,1,0,3,1,560001
2,12500,570,0,1,1,2,0,560001
3,28000,1800,1,1,1,3,0,560001
2,12000,1100,0,1,1,1,0,560001
1,8000,400,0,2,1,1,0,560001
1,7500,750,1,1,1,1,0,560001
2,34000,1400,1,0,0,2,1,560001
3,32000,1789,0,1,2,3,1,560001
2,14500,650,1,1,1,1,0,560001
2,16000,1200,0,1,1,2,0,560001
1,7500,460,0,1,1,1,0,560001
2,7500,500,1,1,1,1,0,560001
2,19500,1080,1,1,2,2,0,560001
3,75000,2000,1,0,0,2,1,560001
2,16500,1100,0,1,1,2,0,560001
2,14500,1025,0,2,0,2,0,560001
2,16000,650,1,2,1,2,0,560001
2,8000,800,0,1,1,1,0,560001
3,280000,2800,1,0,1,3,1,560001
2,21000,1100,1,0,0,2,1,560001
3,30000,1300,1,1,0,3,1,560001
3,65000,2000,0,1,0,3,1,560001
3,180000,2500,1,2,0,3,1,560001
2,10000,600,0,1,1,2,0,560001
2,12000,630,0,0,1,2,0,560001
2,9000,550,0,2,1,2,0,560001
2,22000,1025,0,1,2,2,0,560001
1,10000,500,1,1,0,1,0,560001
3,48000,1286,1,1,0,3,1,560001
1,11000,800,0,1,1,1,0,560001
2,11000,900,0,1,1,2,0,560001
3,40000,1618,0,1,1,3,0,560001
1,10000,500,0,1,1,1,0,560001
1,6500,450,1,1,1,1,0,560001
2,18000,850,0,1,1,2,0,560001
3,22000,1374,0,1,2,2,1,560001
3,28000,1600,0,1,1,3,0,560001
1,6200,400,0,1,1,1,0,560001
3,110000,1500,1,0,1,3,1,560001
2,5500,800,0,2,1,1,0,560001
3,50000,1580,1,2,0,3,1,560001
2,12000,700,1,1,1,1,0,560001
2,11500,700,0,1,1,1,0,560001
1,16000,550,1,1,1,1,1,560001
1,11000,450,1,1,1,1,1,560001
4,150000,4550,0,1,2,5,1,560001
1,9000,400,0,1,0,1,0,560001
1,6000,650,0,1,1,1,0,560001
2,12000,700,0,1,1,2,0,560001
2,16000,1333,0,2,0,2,0,560001
3,35000,1500,1,1,1,2,1,560001
1,9000,425,1,1,1,1,1,560001
1,8000,300,0,2,1,1,0,560001
2,13500,650,1,2,2,2,0,560001
2,14000,800,0,1,2,2,0,560001
2,14000,1200,1,1,2,2,0,560001
1,4700,500,0,2,1,1,0,560001
2,17000,1000,0,1,1,2,0,560001
2,11000,600,0,1,1,2,0,560001
1,12000,600,0,1,1,1,0,560001
3,30000,1875,0,1,1,2,0,560001
2,12000,1000,0,1,1,2,0,560001
3,21000,1300,0,0,1,2,0,560001
1,6000,350,0,2,1,1,0,560001
2,18500,900,0,2,1,2,0,560001
1,4750,200,1,1,1,1,0,560001
2,15000,700,0,1,1,2,0,560001
2,17600,1000,1,1,0,2,0,560001
3,35000,1700,1,1,1,3,1,560001
2,8000,600,0,1,1,1,0,560001
1,7000,650,0,1,1,1,0,560001
2,15000,750,0,1,1,1,0,560001
3,30000,1750,0,1,1,3,0,560001
3,100000,1950,1,1,1,3,1,560001
2,18000,1065,1,1,1,2,1,560001
2,8000,600,0,1,1,1,0,560001
2,9000,600,0,1,1,1,0,560001
1,6000,500,0,2,1,1,0,560001
2,7500,600,0,1,1,1,0,560001
1,15000,600,1,1,1,1,1,560001
2,10000,900,1,1,1,1,0,560001
2,14000,500,0,1,1,2,0,560001
1,7000,600,0,2,1,1,0,560001
3,60000,1710,1,2,1,3,1,560001
1,6000,600,0,2,0,1,0,560001
3,17000,1100,1,1,1,2,0,560001
2,15000,920,0,1,1,2,0,560001
1,8200,750,0,1,1,1,0,560001
1,8500,300,0,1,1,1,0,560001
3,20000,1660,1,1,1,2,0,560001
1,8000,400,0,1,1,1,0,560001
2,20000,300,0,1,1,1,0,560001
1,11500,300,1,2,0,1,0,560001
3,30000,2000,1,0,1,2,0,560001
3,22000,1200,1,1,0,3,0,560001
1,6500,300,0,1,1,1,0,560001
1,6500,700,0,2,1,1,0,560001
2,16000,850,0,1,1,3,0,560001
1,24000,700,1,0,1,1,1,560001
1,15000,455,1,1,1,1,1,560001
2,18000,1000,1,1,1,2,0,560001
1,8500,600,0,1,1,1,0,560001
1,4000,250,0,2,1,1,0,560001
1,5000,400,0,2,1,1,0,560001
2,22000,1200,1,1,1,2,1,560001
1,12000,500,1,1,0,1,0,560001
1,9000,350,0,2,1,1,0,560001
2,7500,1100,0,1,1,2,0,560001
2,30000,1650,0,2,1,3,0,560001
4,14000,1000,0,1,1,2,0,560001
2,9250,500,0,1,1,1,0,560001
1,13000,700,0,1,1,2,0,560001
2,12000,1200,0,2,1,2,0,560001
1,12000,600,0,2,1,1,0,560001
2,10000,925,0,2,1,2,0,560001
3,60000,2400,1,1,0,3,1,560001
3,35000,1500,1,1,1,3,1,560001
2,12000,600,0,2,1,2,0,560001
1,14000,435,1,1,1,1,1,560001
1,8000,650,1,1,1,1,0,560001
2,11000,700,1,1,1,2,0,560001
2,20000,890,1,1,1,2,1,560001
1,12500,600,0,0,1,1,0,560001
2,35000,1250,1,1,1,2,1,560001
3,26000,1350,1,1,1,2,1,560001
3,85000,2600,1,1,2,4,1,560001
1,14000,440,1,1,1,1,1,560001
2,22000,1150,1,1,1,2,0,560001
1,7000,450,0,1,1,1,0,560001
2,16000,1150,0,0,1,2,0,560001
2,11000,600,1,2,0,1,0,560001
2,20000,980,1,1,2,2,1,560001
3,60000,1850,1,0,1,3,0,560001
2,5000,625,1,1,1,2,0,560001
1,4000,100,0,1,1,2,0,560001
2,15000,1200,1,1,1,1,0,560001
3,18000,1200,1,1,1,2,0,560001
2,12000,1080,1,1,0,1,0,560001
1,8500,700,0,1,1,1,0,560001
2,11000,800,0,2,1,2,0,560001
3,42000,1880,0,1,2,2,0,560001
2,25000,1305,0,1,1,2,0,560001
1,8500,600,0,1,1,1,0,560001
2,12500,950,0,1,1,2,0,560001
2,18000,1188,0,2,1,2,0,560001
1,6000,500,0,2,1,1,0,560001
2,9000,875,0,1,1,2,0,560001
3,54000,2100,1,2,0,3,1,560001
3,22000,1200,0,0,1,2,0,560001
3,120000,2390,0,1,1,3,0,560001
1,7000,600,0,1,1,1,0,560001
2,28000,1150,1,1,2,2,1,560001
3,55000,1788,1,1,2,3,1,560001
2,19000,1250,0,1,1,2,0,560001
1,11000,600,1,1,1,1,1,560001
3,18000,1600,0,1,1,2,0,560001
3,70000,1520,1,1,1,4,1,560001
1,12000,550,1,1,0,1,1,560001
2,18000,1100,0,1,1,2,0,560001
2,30000,1100,1,1,1,2,1,560001
2,10000,1100,0,1,1,2,0,560001
1,6000,400,0,2,1,1,0,560001
1,4500,300,0,1,1,1,0,560001
1,8000,500,0,1,1,1,0,560001
2,20000,1100,1,0,0,2,1,560001
2,17500,1000,1,2,2,2,0,560001
2,22000,850,0,1,1,2,0,560001
2,17000,1020,0,1,1,2,0,560001
2,22000,1250,0,2,0,2,0,560001
3,24000,1400,0,1,1,3,0,560001
1,12000,600,0,2,1,1,0,560001
1,4500,200,0,2,1,1,0,560001
1,5000,300,0,2,1,1,0,560001
1,6000,400,0,0,1,1,0,560001
1,11000,450,0,1,1,1,0,560001
2,20000,1180,0,1,1,2,0,560001
3,35000,1460,1,2,0,3,1,560001
3,24000,1464,1,1,1,3,0,560001
2,10000,700,1,1,0,2,0,560001
2,16000,680,1,1,1,2,0,560001
3,100000,2750,1,1,0,4,1,560001
2,14000,800,0,1,1,1,0,560001
2,7500,600,1,2,0,1,0,560001
3,16000,1200,1,2,0,3,0,560001
4,65000,3200,1,1,1,3,1,560001
2,18000,1800,0,1,1,2,0,560001
1,8000,500,0,0,1,1,0,560001
2,11000,1200,0,2,1,2,0,560001
1,8000,750,0,2,1,1,0,560001
1,13000,700,0,1,1,2,0,560001
2,30000,1000,1,2,0,2,1,560001
2,14000,800,0,1,1,2,0,110001
1,20000,200,0,0,0,1,0,110001
3,80000,1800,1,1,1,3,0,110001
1,9500,400,1,2,1,1,1,110001
3,14000,600,1,2,0,3,1,110001
3,65000,1550,1,1,0,3,1,110001
2,18500,650,1,2,0,2,0,110001
2,40000,850,1,2,1,2,1,110001
4,90000,2000,1,2,0,4,1,110001
1,3500,180,0,2,1,1,0,110001
3,25000,140,1,1,0,2,1,110001
1,9000,450,1,1,1,1,0,110001
3,90000,2500,1,1,1,3,1,110001
1,22000,720,1,2,1,1,0,110001
2,12000,400,1,2,0,1,1,110001
2,11000,450,1,2,0,1,0,110001
1,20000,250,1,1,1,1,0,110001
4,260000,3000,0,1,1,5,1,110001
2,11000,550,1,2,0,2,1,110001
2,10000,450,1,2,1,1,0,110001
3,60000,2500,1,2,0,3,1,110001
4,350000,800,0,2,1,4,1,110001
2,16000,100,0,2,0,2,0,110001
1,16000,400,1,0,0,1,0,110001
2,12000,750,1,1,0,2,0,110001
1,8000,400,1,1,1,1,1,110001
3,14000,1100,1,1,1,2,1,110001
1,14900,450,1,0,1,1,0,110001
2,15000,850,1,2,1,2,0,110001
3,10000,600,1,1,1,1,1,110001
2,40000,750,1,2,1,2,1,110001
1,9000,500,1,1,0,1,1,110001
1,7000,350,1,1,1,1,1,110001
2,13500,623,1,0,1,1,0,110001
3,95000,2400,1,1,0,3,1,110001
1,20000,75,1,2,1,1,1,110001
2,7500,450,1,1,1,1,0,110001
2,9000,445,1,2,1,2,0,110001
3,80000,300,1,0,0,3,1,110001
3,50000,1670,0,1,1,3,0,110001
1,13000,550,1,1,0,1,1,110001
1,12000,350,1,1,0,1,1,110001
2,16000,650,1,1,1,2,1,110001
2,13000,70,0,1,1,1,0,110001
2,29000,100,1,1,1,2,0,110001
3,18000,800,0,2,1,1,0,110001
2,8500,60,0,2,1,1,0,110001
3,27000,2000,1,1,1,2,0,110001
2,18000,600,1,2,1,2,0,110001
1,11500,450,1,1,0,1,0,110001
2,80000,2200,1,2,0,3,1,110001
2,15500,600,1,2,0,2,0,110001
4,55000,2000,1,1,1,3,1,110001
2,20000,800,0,1,1,2,0,110001
3,35000,170,1,2,1,2,1,110001
2,38000,150,1,2,1,2,1,110001
2,16000,650,1,2,1,2,0,110001
3,50000,1250,1,1,1,3,1,110001
1,9500,600,0,1,1,2,0,110001
4,90000,2100,1,1,1,4,1,110001
1,10000,450,0,2,0,1,0,110001
2,25000,100,1,2,0,2,0,110001
1,30000,650,0,0,1,1,0,110001
2,12000,48,0,2,1,2,0,110001
2,16500,550,1,1,1,2,0,110001
1,4500,240,0,2,1,1,0,110001
2,30000,700,1,1,0,2,0,110001
1,12000,48,0,1,1,1,0,110001
2,23000,100,0,2,1,2,0,110001
3,70000,1901,0,1,1,3,0,110001
1,5500,50,1,2,1,1,0,110001
3,35000,1300,1,1,0,3,1,110001
2,9000,145,0,2,1,2,0,110001
2,22000,800,1,2,1,3,1,110001
3,35000,1100,0,1,1,4,0,110001
1,12000,450,0,1,1,1,0,110001
2,6000,300,1,2,1,1,0,110001
2,22000,1040,1,1,0,3,0,110001
1,5000,25,1,2,1,1,0,110001
2,20500,900,0,1,1,2,0,110001
2,7500,1100,0,2,1,1,0,110001
2,5500,380,0,2,1,2,0,110001
3,25000,450,1,1,0,2,0,110001
1,13000,550,1,1,0,1,1,110001
1,5000,180,0,1,1,1,0,110001
3,40000,1650,1,1,1,2,0,110001
1,12500,250,0,0,1,1,0,110001
1,6000,400,1,2,1,1,0,110001
2,15500,900,1,1,1,2,1,110001
3,75000,1900,0,0,1,3,0,110001
3,36000,892,1,2,1,2,0,110001
1,13000,400,1,1,0,1,1,110001
3,45000,100,1,2,0,2,0,110001
2,2000,60,0,2,1,1,0,110001
2,28000,80,0,1,1,2,0,110001
2,9000,450,1,1,1,1,1,110001
1,12000,520,1,1,1,1,0,110001
1,13000,350,0,0,1,1,0,110001
2,11000,600,1,1,0,2,0,110001
3,35000,950,1,0,0,2,1,110001
2,10000,450,1,1,1,1,1,110001
1,20000,450,1,1,0,1,1,110001
2,25000,850,1,1,0,2,1,110001
1,8000,200,1,2,0,1,1,110001
4,150000,3000,1,1,1,4,1,110001
3,36000,1500,1,1,1,3,0,110001
2,12000,700,0,2,1,2,0,110001
1,8500,530,0,2,1,1,0,110001
3,17000,800,1,2,0,2,1,110001
1,7500,45,0,1,1,1,0,110001
1,16000,900,0,0,1,1,0,110001
1,9000,450,0,2,1,1,0,110001
2,8000,650,0,2,1,1,0,110001
2,45000,900,0,0,1,2,0,110001
2,27000,900,1,0,1,2,0,110001
2,14000,120,0,1,1,2,0,110001
2,14000,600,1,2,0,2,1,110001
2,14000,615,1,2,1,2,0,110001
1,7500,225,1,1,1,1,0,110001
1,10000,800,1,2,0,1,0,110001
1,7000,400,1,1,0,1,0,110001
1,25000,800,0,0,1,2,0,110001
2,9000,60,0,1,1,1,0,110001
3,22000,1000,0,2,1,2,0,110001
3,10000,75,0,2,1,1,0,110001
3,11000,800,0,2,1,2,0,110001
1,12500,200,0,0,1,1,0,110001
3,15000,800,1,2,0,2,1,110001
2,35000,80,0,2,1,2,0,110001
2,35000,900,0,2,2,2,0,110001
2,52000,1125,0,0,1,2,0,110001
3,15000,900,0,2,1,2,0,110001
2,32000,1100,1,2,0,2,1,110001
1,11500,400,1,2,1,1,1,110001
3,45000,713,1,0,1,3,0,110001
2,16000,700,1,2,0,1,1,110001
2,20000,1000,1,1,1,2,0,110001
1,7000,54,0,1,1,1,0,110001
3,85000,200,1,2,0,3,1,110001
1,15000,200,0,0,1,1,0,110001
2,22000,800,0,0,1,2,0,110001
2,32000,1000,0,2,1,2,0,110001
2,20000,500,1,1,0,2,0,110001
1,35000,300,0,1,1,1,0,110001
2,35000,900,1,2,1,2,1,110001
3,65000,240,1,2,1,3,1,110001
2,15000,650,1,1,1,2,0,110001
3,12000,950,1,1,0,2,0,110001
1,8000,500,0,1,1,1,0,110001
1,11000,500,0,1,1,1,0,110001
2,12000,450,0,1,1,2,0,110001
4,140000,2800,1,1,1,4,1,110001
2,24000,150,0,1,1,1,0,110001
1,20000,400,1,0,1,1,1,110001
3,16000,100,0,0,1,2,0,110001
1,15000,400,1,1,1,1,1,110001
2,28500,900,1,1,1,2,1,110001
3,30000,1350,0,1,2,3,0,110001
1,16000,500,0,1,1,1,0,110001
3,80000,1700,1,0,0,3,1,110001
1,11000,400,1,2,1,1,1,110001
2,21000,110,0,1,1,1,0,110001
3,10500,1200,0,1,1,2,0,110001
2,15000,50,1,1,1,2,0,110001
3,16000,100,0,1,1,2,1,110001
2,45000,1000,0,0,1,2,0,110001
1,6000,63,0,0,1,1,0,110001
3,40000,1800,0,1,1,2,0,110001
2,36000,1440,1,1,0,2,1,110001
2,12000,55,0,2,1,2,0,110001
3,45000,1500,1,2,0,3,0,110001
2,20000,400,0,2,1,1,0,110001
3,10000,100,1,0,1,2,0,110001
2,5000,500,0,2,1,1,0,110001
2,8000,100,0,2,1,2,0,110001
2,13000,455,0,2,1,1,0,110001
2,15000,80,1,1,1,1,0,110001
2,7500,450,0,2,1,1,0,110001
1,6000,400,0,2,1,1,0,110001
4,100000,300,0,2,1,4,0,110001
2,12000,700,0,1,1,2,0,110001
2,10000,600,0,1,1,2,0,110001
2,10000,800,0,1,1,2,0,110001
2,12000,950,0,2,1,2,0,110001
2,15000,450,0,1,1,1,0,110001
1,10000,450,1,2,1,1,0,110001
2,12000,68,0,2,1,1,0,110001
2,14500,850,1,2,1,2,1,110001
2,18500,1000,0,1,1,2,0,110001
1,24000,600,1,0,0,1,1,110001
2,11000,65,0,2,1,1,0,110001
3,52000,1700,1,1,0,3,1,110001
3,70000,1800,1,1,1,3,1,110001
2,12000,1000,0,1,1,1,0,110001
2,22000,900,1,1,0,2,1,110001
4,200000,2300,0,1,1,4,0,110001
2,20000,75,0,2,1,2,0,110001
3,45000,200,1,1,0,3,1,110001
1,8000,200,1,2,0,1,1,110001
1,8000,200,1,2,0,1,1,110001
2,9500,450,1,1,1,1,1,110001
2,25000,750,1,0,0,2,1,110001
2,12000,400,1,2,0,1,1,110001
2,24000,84,1,1,0,2,1,110001
2,27000,90,0,2,1,2,0,110001
2,18000,90,0,1,1,2,0,110001
2,17000,500,0,1,1,2,0,110001
2,15000,75,0,2,1,2,0,110001
1,13000,512,1,0,1,1,1,110001
3,70000,1500,1,1,0,3,1,110001
1,14000,446,0,2,1,1,0,110001
3,32000,1100,0,1,1,2,0,110001
1,4000,125,0,2,1,1,0,110001
3,100000,1800,0,0,1,3,0,110001
3,20000,1300,0,2,1,2,1,110001
3,30000,2000,0,1,2,2,0,110001
2,150000,1200,1,0,0,2,0,110001
3,19500,125,0,2,0,2,0,110001
2,18000,730,1,2,1,2,1,110001
2,25000,160,1,1,1,2,0,110001
2,18000,1000,0,2,1,2,0,110001
1,10000,450,0,0,1,1,0,110001
2,12000,75,0,0,1,2,0,110001
3,25000,2000,0,1,0,3,1,110001
4,40000,2400,0,2,0,3,1,110001
2,30000,1800,0,1,0,2,1,110001
3,29000,1800,0,2,2,3,1,110001
3,35000,2200,0,2,1,3,1,110001
3,21000,2200,1,1,1,2,1,110001
3,31000,900,1,1,1,2,1,110001
2,8000,75,0,2,1,1,0,110001
2,15500,75,0,1,1,2,0,110001
3,32000,1800,1,1,1,3,1,110001
3,30000,160,1,1,1,3,1,110001
4,42000,2700,1,1,0,4,1,110001
3,20500,1050,1,0,1,2,1,110001
3,60000,1800,0,0,1,3,0,110001
2,95000,2700,0,0,1,2,1,110001
1,16000,499,1,1,2,1,0,110001
1,8500,450,1,2,0,1,1,110001
1,14000,60,0,2,1,1,0,110001
3,140000,2200,0,2,1,3,1,110001
2,8000,130,0,2,1,1,0,110001
3,12500,650,0,1,1,1,0,110001
2,14000,100,0,2,1,1,0,110001
2,6000,45,0,2,1,1,0,110001
2,10000,600,0,2,1,2,0,110001
3,15000,800,0,2,1,1,0,110001
3,8000,1500,1,2,1,3,0,110001
1,10000,30,0,0,1,1,0,110001
1,8500,55,0,2,1,1,0,110001
2,25000,900,1,1,1,2,0,110001
2,13000,1000,1,2,1,1,0,110001
1,6000,360,0,1,1,1,0,110001
1,7000,450,0,0,1,1,0,110001
2,22000,900,0,1,1,2,0,110001
2,40000,1100,0,0,1,2,0,110001
2,22000,700,0,0,1,2,0,110001
1,4500,400,0,2,1,1,0,110001
3,15000,950,0,2,1,2,0,110001
3,130000,3000,0,1,1,4,1,110001
2,23000,950,1,2,1,2,1,110001
3,45000,1100,0,1,1,3,1,110001
1,15000,497,1,2,1,1,1,110001
3,13000,100,0,1,1,2,0,110001
2,10000,70,0,1,1,2,0,110001
2,10000,55,0,2,1,2,0,110001
1,6500,300,0,2,1,1,0,110001
1,7000,400,1,2,0,1,0,110001
2,7000,500,0,1,1,2,0,110001
4,17401,650,0,0,1,2,0,110001
1,5500,630,0,0,1,1,0,110001
1,20000,450,0,2,2,1,0,110001
2,7000,500,0,1,1,1,0,110001
5,190000,200,1,2,0,5,1,110001
2,13000,95,0,1,1,1,0,110001
4,60000,272,1,0,0,3,1,110001
2,17000,800,1,2,1,2,1,110001
2,16000,50,0,2,1,2,0,110001
1,9500,400,0,0,1,1,0,110001
1,5000,450,0,2,1,1,0,110001
3,27000,1800,1,1,1,3,1,110001
3,29000,1800,1,1,1,3,1,110001
3,29000,2000,1,1,1,3,1,110001
4,37000,2700,1,1,1,4,1,110001
4,36000,2700,1,1,1,3,1,110001
3,35000,1800,1,1,0,3,1,110001
4,42000,2700,1,1,0,4,1,110001
3,37000,1800,1,1,1,3,1,110001
3,30000,1800,1,1,1,3,1,110001
3,20000,1200,0,1,1,2,0,110001
1,8500,600,1,1,0,1,0,110001
1,11000,350,0,0,1,1,0,110001
2,14000,100,0,1,1,2,0,110001
3,55000,1800,1,2,1,3,1,110001
2,25000,900,1,1,0,2,1,110001
3,20500,1150,1,2,1,2,1,110001
4,28000,1400,1,1,1,2,1,110001
1,5000,500,0,1,1,1,0,110001
4,35000,300,1,1,1,3,1,110001
3,30000,1800,1,1,1,3,1,110001
1,10000,500,1,2,1,1,1,110001
1,11000,500,0,2,1,1,0,110001
2,17000,80,0,1,1,2,0,110001
2,35000,1000,0,1,0,2,1,110001
3,30000,1600,0,2,1,2,0,110001
4,30000,1800,0,1,1,4,0,110001
2,13000,400,1,1,1,2,1,110001
2,13000,900,0,1,1,2,0,110001
1,11000,480,1,2,1,1,1,110001
1,13000,180,1,2,0,1,0,110001
2,33000,1000,1,2,0,2,1,110001
3,25000,1120,0,2,1,2,0,110001
3,70000,1800,1,1,0,3,1,110001
3,30000,1200,1,1,1,2,0,110001
1,9000,550,0,1,1,1,1,110001
2,14500,1400,0,2,0,1,0,110001
3,50000,1600,1,1,0,2,1,110001
1,20000,650,1,1,1,1,1,110001
4,15000,120,0,0,1,4,0,110001
2,7500,450,1,2,1,1,0,110001
1,13500,520,0,0,1,1,0,110001
1,14000,850,0,1,0,1,0,110001
2,18000,850,1,1,0,2,1,110001
2,14000,585,1,1,1,1,0,110001
3,65000,1600,1,0,1,2,1,110001
2,22000,950,0,2,1,2,0,110001
1,4000,120,0,2,1,1,0,110001
2,10000,500,0,1,1,1,0,110001
1,7500,200,1,2,0,1,1,110001
1,17000,550,0,1,1,1,0,110001
1,18000,650,1,1,1,1,1,110001
4,70000,2800,1,2,0,4,1,110001
1,10000,50,0,0,1,1,0,110001
2,15000,550,1,2,1,1,0,110001
2,16500,90,0,1,1,2,0,110001
3,100000,2925,0,1,1,3,1,110001
1,7500,150,1,0,1,1,0,110001
2,6000,450,0,2,1,1,0,110001
2,18000,750,1,2,0,2,0,110001
2,18000,975,0,1,1,1,0,110001
3,8000,106,0,1,1,1,0,110001
2,14000,750,0,0,1,2,0,110001
2,11000,80,0,1,1,2,0,110001
3,25000,96,0,2,1,2,0,110001
1,9000,500,0,2,1,1,0,110001
3,47000,1550,1,1,1,2,1,110001
2,20000,1000,0,1,1,2,0,110001
1,6000,400,0,2,1,1,0,110001
1,5000,450,0,2,1,1,0,110001
2,20000,1000,0,1,2,1,0,110001
1,10000,450,0,2,1,1,0,110001
3,15000,100,0,1,1,2,0,110001
2,13500,550,1,1,1,2,1,110001
1,5500,400,0,1,1,1,0,110001
1,14000,60,0,0,1,1,0,110001
